"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 14 19:04:40 MSK 2022","Sun Aug 14 19:04:54 MSK 2022","14686","","com.geekbrains.lesson6.DZ6.POTestFindRecipeWithSausages","","com.geekbrains.lesson6.DZ6.POTestFindRecipeWithSausages","findRecipeWithSausages","findRecipeWithSausages()",""
